"area_name","Larger","EEZ_lat","EEZ_long","Region","Rfishers_km2r","HDI","meanTgrav_nh2","Tourists_km2l","meanTTpop_h","meanTTmarket_h","mpa_perc","popgrow_prop","pop_n","median_totalcatch_t","mean_totalcatch_t","mean_tcatch_notindus_t","mean_tcatch_onlyreported_t","mean_tcatch_notindus_onlyrep_t","VoiceAccountability","CoralReefArea_km2","tonnes_2008","tonnes_2009","tonnes_2010","tonnes_2011","tonnes_2012","tonnes_2013","tonnes_2014","mean_tonnes","mean_tonnes_reported","n_fishing_entities","fishing_entities","Country","spatial_tonnes_km2","spatial_tonnes_reported_km2","spatial_tonnes2008_km2","spatial_tonnes2009_km2","spatial_tonnes2010_km2","spatial_tonnes2011_km2","spatial_tonnes2012_km2","spatial_tonnes2013_km2","spatial_tonnes2014_km2"
"Eritrea","",15.805397,40.605205,"I",3.23,0.41,216.73,0.83,0.4725,4.2665,0,0.29,4390840,977.4530328,1028.443372,525.4831137,703.3207328,215.9240754,-2.198293,1641.091707,629.636148130425,687.917704749477,704.884850050713,573.404826196673,566.014225245601,517.822189010265,550.634355292525,604.330614096526,353.985390175404,27,"Eritrea, Sudan, Egypt, Eritrea, Egypt, Eritrea, Egypt, Eritrea, Egypt, Eritrea, Yemen, Egypt, Eritrea, Yemen, Egypt, Djibouti, Somalia","Eritrea ",0.368249142640098,0.215701163235117,0.383669081651404,0.419182975463952,0.429521913397076,0.349404499304239,0.344901033154511,0.315535193311574,0.335529302197933
"Fiji","Fiji",-17.271296,176.382438,"P",1.43,0.71,26.69,34.59,1.163833333,13.53366667,0.92,0.06,859950,11360.43753,11573.47457,11573.47457,11314.89196,11314.89196,-1.106356,3429.207928,14707.8797972758,12716.6014194749,12993.9719462202,13118.1304154532,12670.7686058686,12125.0696220696,12974.8903284195,13043.9017335403,12746.6281161238,914,"NA, Fiji, NA, Fiji","Fiji ",3.80376518642536,3.71707647472924,4.28900203956246,3.70832031374999,3.78920503481939,3.82541120016132,3.6949548910143,3.53582222969527,3.78364059597481
"French Polynesia","French Polynesia",-18.70826018,-143.9905467,"P",0.25,0.88,25.47,42.08,0.516666667,27.419,0,0.13,267820,4863.790869,4963.328838,4963.328838,2195.049313,2195.049313,1.202857,3016.244139,4381.31927804373,4793.13861009287,4562.6388559894,4527.97548508393,4481.8447003865,4509.62237627039,3581.66441779922,4405.45767480944,1922.1627923562,21,"NA, French Polynesia, NA, French Polynesia","French Polynesia ",1.46057728479168,0.637270295034365,1.45257448539836,1.58910830463544,1.51268884272149,1.50119661287933,1.48590249789011,1.49511185714745,1.18745839286958
"Grenada","",12.21289702,-62.0155574,"C",52.6,0.74,117.47,323.53,0.170666667,1.604833333,0.04,0.03,104677,324.6846052,371.3946117,371.3884975,148.7152784,148.7091642,0.7911725,50.691204,409.843922244251,481.96392808008,455.212667056253,605.788772585969,397.944453886158,458.545635176709,600.726311416843,487.146527206609,241.394907488495,19,"Grenada, Saint Vincent & the Grenadines, Grenada, Saint Vincent & the Grenadines, Grenada, Grenada, Grenada, Saint Vincent & the Grenadines, Grenada","Grenada ",9.61008002900482,4.76206695521564,8.08510924783422,9.50784140144078,8.98011156050373,11.9505698185028,7.85036500388032,9.04586198380115,11.8507011870707
"Guadeloupe  (France)","",16.45,-61.17,"C",21.46058476,0.882,NA,139.9799473,NA,NA,26.16684852,0.032042757,450718,416.431517,415.9150965,415.9150965,0,0,NA,113.976391,398.789805660948,398.387353339438,401.548102174002,402.345693447168,401.025924684346,400.890059376731,403.393274562981,400.911459035088,4.90939124634926,10,"Dominica, Guadeloupe  (France), Dominica, Dominica, Guadeloupe  (France)","Guadeloupe ",3.51749564552441,0.0430737559180064,3.49888079594438,3.4953497811616,3.5230813912506,3.53007925516055,3.51849993815251,3.51730789033959,3.53927046666165
"Guam (USA)","Guam",12.976952,143.581362,"P",21.64,0.91,44.96,2216.67,0.955833333,3.755,0.01,0.03,159444,43.74848778,44.62776387,44.62776387,44.62776387,44.62776387,0.7674289,137.697181,52.0221965484821,77.2630373347525,26.0703505007204,57.2420010485384,46.2202485654416,35.1984987939115,36.028090753115,47.1492033635659,47.1492033635659,91,"Guam (USA), NA","Guam ",0.342412263062712,0.342412263062712,0.377801463840296,0.561108344946818,0.189331040122894,0.415709316870753,0.335665902742349,0.25562250830619,0.261647264609687
"Guatemala (Caribbean)","",15.98,-88.57,"C",NA,0.61,172.5,12.92,0.925,1.470833333,0.81,0.26,14630417,364.7601349,381.4510971,234.8491363,84.80003885,0,-0.3033077,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Haiti","",17.82781246,-73.76256318,"C",286.83,0.47,1903.04,9.25,0.246166667,1.479666667,0,0.17,9999617,9967.210254,9833.725705,9814.309268,6219.855988,6203.043651,-0.7115129,327.33829,9388.03105822857,9602.38823873099,9534.62282891467,9795.34374342546,9814.53369083154,9850.22003065249,9676.0488135467,9665.88405776149,6113.16893642342,24,"Haiti, Cuba, Dominican Republic, Haiti, Cuba, Dominican Republic, Haiti, Dominican Republic, Cuba, Haiti, Cuba, Haiti, Cuba, Haiti, Cuba, Haiti, Cuba, Dominican Republic, Haiti, Cuba, Dominican Republic, Haiti, Cuba","Haiti ",29.5287302251181,18.6753860552746,28.6799049943976,29.3347540818735,29.1277345797666,29.9242222577306,29.9828464639182,30.0918662178277,29.5597829803128
"Hawaii","Hawaii",23.944978,-165.638399,"P",0,0.91,385.64,6.56,28.2475,39.16,41.08,0.1,309338421,2473.01426,1456.437131,1016.46468,76.7520582,101.8140453,1.133606,3355.350476,2323.33232600992,2110.34164101852,2326.98629905438,2159.61377624122,2319.87971981684,2549.82380692946,2906.4583909793,2385.20513714995,190.164432564077,22,"USA, USA, NA","Hawaii",0.71086616858976,0.0566749834106085,0.692426124373041,0.628948199633176,0.693515123293004,0.643632846013674,0.69139713910972,0.759927711029808,0.866216036675896
"Honduras (Caribbean)","Honduras",16.99755389,-83.80201591,"C",0.62,0.61,53.73,7.71,2.924333333,4.333166667,4.18,0.26,8194778,1140.637189,1156.220497,710.7565565,450.3597579,264.8325079,-0.503611,12119.813237,1617.24056048431,1710.18667278438,1771.50664526636,1330.88853689932,1144.05524727812,1467.01338539417,1156.05107496415,1456.70601758155,450.587082585668,136,"Honduras, Honduras, Cayman Isl. (UK), Honduras, Cayman Isl. (UK), Honduras, Honduras, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua, Honduras, Nicaragua, Cayman Isl. (UK), Honduras, Cayman Isl. (UK), Nicaragua, Honduras, Nicaragua, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua, Honduras, Cayman Isl. (UK), Nicaragua, Cayman Isl. (UK), Honduras, Honduras, Nicaragua, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua, Honduras, Cayman Isl. (UK), Honduras, Nicaragua, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua, Cayman Isl. (UK), Honduras, Honduras, Nicaragua, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua, Honduras, Cayman Isl. (UK), Nicaragua, Honduras, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Honduras, Nicaragua, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua, Honduras, Cayman Isl. (UK), Nicaragua, Cayman Isl. (UK), Honduras, Cayman Isl. (UK), Honduras, Nicaragua, Honduras, Honduras, Nicaragua, Cayman Isl. (UK), Honduras, Honduras, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Honduras, Nicaragua, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua, Honduras, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Honduras, Nicaragua, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua, Honduras, Honduras, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Honduras, Nicaragua, Cayman Isl. (UK), Cayman Isl. (UK), Honduras, Nicaragua","Honduras ",0.120192117576073,0.0371777249182431,0.133437746016342,0.141106685337645,0.146166166971799,0.109810977353703,0.0943954518858005,0.121042573569995,0.095385221897223
"India","",16.29336813,84.10271898,"I",765.11,0.58,43.28,1.94,0.3315,8.866333333,0.17,0.17,1230980691,135667.1791,76756.722,41399.75683,16944.1737,4976.050086,0.4432724,2151.44976,18174.7659449741,20131.0646308815,18949.6011895374,18370.2582706417,19167.0988469322,17146.663751389,19076.4095272747,18716.5517373758,11286.3985893741,125,"India, Thailand, India, India, India, Thailand, India, Thailand, India, Sri Lanka, Thailand, India, Sri Lanka, India, Thailand, India, Thailand, Myanmar, India, NA, India, NA, India, Thailand, Myanmar, India, India, Thailand, Myanmar, NA, Thailand, India, Thailand, India, Sri Lanka, Thailand, India, India, Thailand, India, Sri Lanka, Thailand, India, Thailand, India, Sri Lanka, Thailand, India, Sri Lanka, Thailand, India, Thailand, India, India, Thailand, India, Sri Lanka, Thailand, India, India, Thailand, Thailand, India, Sri Lanka, Thailand, India, India, Sri Lanka, Thailand, India, India, Thailand, Thailand, India","India ",8.69950676300049,5.24595033507734,8.4476831775863,9.35697640036062,8.80782881471394,8.53854856951977,8.90892234775318,7.96981833839754,8.8667696926721
