species,size,family,fg,habitat,true_spp,trophic_level
Gobiosoma (Elacatinus)_evelynae,4,Gobiidae,Detritivore,Reef,Elacatinus_evelynae,-999
Gobiosoma (Elacatinus)_horsti,5,Gobiidae,Detritivore,Reef,Elacatinus_horsti,-999
Gobiosoma (Elacatinus)_lousiae,3,Gobiidae,Detritivore,Reef,Elacatinus_lousiae,-999
Gobiosoma (Elacatinus)_oceanops,5,Gobiidae,Detritivore,Reef,Elacatinus_oceanops,-999
Gobiosoma (Elacatinus)_prochilos,4,Gobiidae,Detritivore,Reef,Elacatinus_prochilos,-999
Gobiosoma (Elacatinus)_randalli,4.6,Gobiidae,Detritivore,Reef,Elacatinus_randalli,-999
Gobiosoma (Elacatinus)_sp.,3,Gobiidae,Detritivore,Reef,Elacatinus_sp.,-999
Gobiosoma (Elacatinus)_xanthiprora,4,Gobiidae,Detritivore,Reef,Elacatinus_xanthiprora,-999
Gobiosoma(Elacatinus)_chancei,5,Gobiidae,Detritivore,Reef,Elacatinus_chancei,-999
Gobiosoma(Elacatinus)_dilepis,2.5,Gobiidae,Detritivore,Reef,Elacatinus_dilepis,-999
Gobiosoma(Elacatinus)_evelynae,4,Gobiidae,Detritivore,Reef,Elacatinus_evelynae,-999
Gobiosoma(Elacatinus)_horsti,5,Gobiidae,Detritivore,Reef,Elacatinus_horsti,-999
Gobiosoma(Elacatinus)_lousiae,3,Gobiidae,Detritivore,Reef,Elacatinus_lousiae,-999
Gobiosoma(Elacatinus)_oceanops,5,Gobiidae,Detritivore,Reef,Elacatinus_oceanops,-999
Gobiosoma(Elacatinus)_prochilos,4,Gobiidae,Detritivore,Reef,Elacatinus_prochilos,-999
Gobiosoma(Elacatinus)_randalli,4.6,Gobiidae,Detritivore,Reef,Elacatinus_randalli,-999
Gobiosoma(Elacatinus)_sp.,3,Gobiidae,Detritivore,Reef,Elacatinus_sp.,-999
Gobiosoma(Elacatinus)_xanthiprora,4,Gobiidae,Detritivore,Reef,Elacatinus_xanthiprora,-999
Gomphosus_caeruleus,32,Labridae,Micro-invertivore,Reef,Gomphosus_caeruleus,-999
Gomphosus_varius,30,Labridae,Micro-invertivore,Reef,Gomphosus_varius,-999
Goniistius_plessisi,60,Latridae,Macro-invertivore,Reef,Cheilodactylus_plessisi,-999
Goniistius_vittatus,60,Cheilodactylidae,Macro-invertivore,Reef,Cheilodactylus_vittatus,-999
Gracila_albomarginata,40,Epinephilidae,Piscivore,Reef,Gracila_albomarginata,-999
Gracilia_albomarginata,40,Serranidae,Piscivore,Reef,Gracila_albomarginata,-999
Gramma_loreto,8,Grammatidae,Planktivore,Reef,Gramma_loreto,-999
Gramma_melacara,10,Grammatidae,Planktivore,Reef,Gramma_melacara,-999
Grammistes_sexlineatus,30,Serranidae,Piscivore,Reef,Grammistes_sexlineatus,-999
Gunnellichthys_curiosus,12,Microdesmidae,Planktivore,Reef,Gunnellichthys_curiosus,-999
Gymnocranius_euanus,45,Lethrinidae,Macro-invertivore,Reef,Gymnocranius_euanus,3.4
Gymnocranius_microdon,45,Lethrinidae,Macro-invertivore,Reef,Gymnocranius_microdon,-999
Gymnomuraena_zebra,150,Muraenidae,Pisci-invertivore,Reef,Gymnomuraena_zebra,-999
Gymnosarda_unicolor,248,Scombridae,Piscivore,Pelagic,Gymnosarda_unicolor,-999
Gymnothorax_breedeni,100,Muraenidae,Piscivore,Reef,Gymnothorax_breedeni,-999
Gymnothorax_eurostus,60,Muraenidae,Piscivore,Reef,Gymnothorax_eurostus,-999
Gymnothorax_flavimarginatus,240,Muraenidae,Piscivore,Reef,Gymnothorax_flavimarginatus,-999
Gymnothorax_funebris,250,Muraenidae,Piscivore,Reef,Gymnothorax_funebris,-999
Gymnothorax_javanicus,300,Muraenidae,Piscivore,Reef,Gymnothorax_javanicus,-999
Gymnothorax_melatremus,30,Muraenidae,Piscivore,Reef,Gymnothorax_melatremus,-999
Gymnothorax_meleagris,120,Muraenidae,Piscivore,Reef,Gymnothorax_meleagris,4.5
Gymnothorax_miliaris,70,Muraenidae,Piscivore,Reef,Gymnothorax_miliaris,-999
Gymnothorax_moringa,200,Muraenidae,Piscivore,Reef,Gymnothorax_moringa,4.5
Gymnothorax_nudivomer,180,Muraenidae,Piscivore,Reef,Gymnothorax_nudivomer,-999
Gymnothorax_porphyreus,34.6,Muraenidae,Piscivore,Reef,Gymnothorax_porphyreus,-999
Gymnothorax_sp,110,Muraenidae,Piscivore,Reef,Gymnothorax_sp,-999
Gymnothorax_steindachneri,91,Muraenidae,Piscivore,Reef,Gymnothorax_steindachneri,-999
Gymnothorax_undulatus,150,Muraenidae,Piscivore,Reef,Gymnothorax_undulatus,3.6
Gymnothorax_vicinus,122,Muraenidae,Piscivore,Reef,Gymnothorax_vicinus,4.3
Haemulon_album,79,Haemulidae,Micro-invertivore,Reef,Haemulon_album,3.2
Haemulon_aurolineatum,25,Haemulidae,Micro-invertivore,Reef,Haemulon_aurolineatum,3.2
Haemulon_carbonarium,36,Haemulidae,Micro-invertivore,Reef,Haemulon_carbonarium,3.3
Haemulon_chrysargyreum,23,Haemulidae,Micro-invertivore,Reef,Haemulon_chrysargyreum,3.3
Haemulon_flavolineatum,30,Haemulidae,Micro-invertivore,Reef,Haemulon_flavolineatum,3.3
Haemulon_macrostomum,43,Haemulidae,Micro-invertivore,Reef,Haemulon_macrostomum,-999
Haemulon_melanurum,33,Haemulidae,Detritivore,Reef,Haemulon_macrostomum,2.2
Haemulon_parra,41.2,Haemulidae,Micro-invertivore,Reef,Haemulon_parra,3.5
Haemulon_plumieri,25,Haemulidae,Micro-invertivore,Reef,Haemulon_plumieri,-999
Haemulon_sciurus,46,Haemulidae,Micro-invertivore,Reef,Haemulon_sciurus,3.4
Haemulon_striatum,28,Haemulidae,Micro-invertivore,Reef,Haemulon_striatum,-999
Halichoeres_biocellatus,12,Labridae,Micro-invertivore,Reef,Halichoeres_biocellatus,-999
Halichoeres_bivitattus,35,Labridae,Micro-invertivore,Reef,Halichoeres_bivitattus,-999
Halichoeres_bivitattus ,35,Labridae,Micro-invertivore,Reef,Halichoeres_bivitattus,-999
Halichoeres_cosmetus,13,Labridae,Micro-invertivore,Reef,Halichoeres_cosmetus,-999
Halichoeres_cyanocephalus,30,Labridae,Micro-invertivore,Reef,Halichoeres_cyanocephalus,-999
Halichoeres_garnoti,19.3,Labridae,Micro-invertivore,Reef,Halichoeres_garnoti,3.5
Halichoeres_hortulanus,27,Labridae,Micro-invertivore,Reef,Halichoeres_hortulanus,-999
Halichoeres_iridis,11.5,Labridae,Micro-invertivore,Reef,Halichoeres_iridis,-999
Halichoeres_maculipinna,18,Labridae,Micro-invertivore,Reef,Halichoeres_maculipinna,3.3
Halichoeres_margaritaceus,12.5,Labridae,Micro-invertivore,Reef,Halichoeres_margaritaceus,-999
Halichoeres_margaritatius,12.5,Labridae,Micro-invertivore,Reef,Halichoeres_margaritaceus,-999
Halichoeres_marginatus,18,Labridae,Micro-invertivore,Reef,Halichoeres_marginatus,-999
Halichoeres_melanurus,12,Labridae,Micro-invertivore,Reef,Halichoeres_melanurus,-999
Halichoeres_melasmapomus,24,Labridae,Micro-invertivore,Reef,Halichoeres_melasmapomus,-999
Halichoeres_nebulosus,12,Labridae,Micro-invertivore,Reef,Halichoeres_nebulosus,-999
Halichoeres_ornatissimus,18,Labridae,Micro-invertivore,Reef,Halichoeres_ornatissimus,3.1
Halichoeres_pallidus,10,Labridae,Micro-invertivore,Reef,Halichoeres_pallidus,4.1
Halichoeres_pictus,13,Labridae,Micro-invertivore,Reef,Halichoeres_pictus,-999
Halichoeres_poeyi,20,Labridae,Micro-invertivore,Reef,Halichoeres_poeyi,-999
Halichoeres_prosopeion,13,Labridae,Micro-invertivore,Reef,Halichoeres_prosopeion,-999
Halichoeres_radiatus,51,Labridae,Micro-invertivore,Reef,Halichoeres_radiatus,3.3
Halichoeres_richmondi,19,Labridae,Micro-invertivore,Reef,Halichoeres_richmondi,-999
Halichoeres_scapularis,20,Labridae,Micro-invertivore,Reef,Halichoeres_scapularis,-999
Halichoeres_sp,23,Labridae,Micro-invertivore,Reef,Halichoeres_sp,-999
Halichoeres_trimaculatus,27,Labridae,Micro-invertivore,Reef,Halichoeres_trimaculatus,3.5
Halichoeres_vrolikii,13,Labridae,Micro-invertivore,Reef,Halichoeres_vrolikii,-999
Hazeus_nephodes,5,Gobiidae,Detritivore,Reef,Hazeus_nephodes,-999
Helcogramma_striatum,4.3,Tripterygiidae,Planktivore,Reef,Helcogramma_striatum,-999
Hemigymnus_fasciatus,80,Labridae,Macro-invertivore,Reef,Hemigymnus_fasciatus,3.2
Hemigymnus_melapterus,90,Labridae,Macro-invertivore,Reef,Hemigymnus_melapterus,3.3
Hemitarurichthys_polyepis,18,Chaetodontidae,Planktivore,Reef,Hemitaurichthys_polylepis,3.1
Hemitaurichthys_polylepis,18,Chaetodontidae,Planktivore,Reef,Hemitaurichthys_polylepis,3.1
Hemitaurichthys_thompsoni,18,Chaetodontidae,Planktivore,Reef,Hemitaurichthys_thompsoni,3
Hemitaurichthys_zoster,18,Chaetodontidae,Planktivore,Reef,Hemitaurichthys_zoster,3.1
Heniochus_acuminatus,25,Chaetodontidae,Micro-invertivore,Reef,Heniochus_acuminatus,-999
Heniochus_chrysoptumus,18,Chaetodontidae,Micro-invertivore,Reef,Heniochus_chrysostomus,3.3
Heniochus_chrysostomus,18,Chaetodontidae,Micro-invertivore,Reef,Heniochus_chrysostomus,3.3
Heniochus_diphreutes,21,Chaetodontidae,Micro-invertivore,Reef,Heniochus_diphreutes,-999
Heniochus_monoceros,24,Chaetodontidae,Micro-invertivore,Reef,Heniochus_monoceros,-999
Heniochus_monocerus,24,Chaetodontidae,Micro-invertivore,Reef,Heniochus_monoceros,-999
Heniochus_pleurotaenia,17,Chaetodontidae,Micro-invertivore,Reef,Heniochus_pleurotaenia,-999
Heniochus_singularis,30,Chaetodontidae,Corallivore,Reef,Heniochus_singularius,-999
Heniochus_singularius,30,Chaetodontidae,Corallivore,Reef,Heniochus_singularius,-999
Heniochus_singularius,30,Chaetodontidae,Corallivore,Reef,Heniochus_singularius,-999
Heniochus_sp,25,Chaetodontidae,Micro-invertivore,Reef,Heniochus_sp,-999
Heniochus_sp.,25,Chaetodontidae,Micro-invertivore,Reef,Heniochus_sp,-999
Heniochus_varius,19,Chaetodontidae,Micro-invertivore,Reef,Heniochus_varius,3.2
Heteroconger_longissimus,51,Congridae,Planktivore,Reef,Heteroconger_longissimus,3.1
Heteropriacanthus_cruentatus,50.7,Priacanthidae,Planktivore,Reef,Heteropriacanthus_cruentatus,3.8
Hippocampus_erectus,19,Sygnathidae,Macro-invertivore,Reef,Hippocampus_erectus,-999
Hipposcarus_harid,75,Scaridae,Excavator/scraper,Reef,Hipposcarus_harid,-999
Hipposcarus_longiceps,60,Scaridae,Excavator/scraper,Reef,Hipposcarus_longiceps,2
Holacanthus_ciliaris,45,Pomacanthidae,Micro-invertivore,Reef,Holacanthus_ciliaris,3
Holacanthus_tricolor,35,Pomacanthidae,Micro-invertivore,Reef,Holacanthus_tricolor,3
Holocentrus_adscensionis,61,Holocentridae,Planktivore,Nocturnal,Holocentrus_adscensionis,3.5
Holocentrus_rufus,35,Holocentridae,Planktivore,Nocturnal,Holocentrus_rufus,3.5
Hologymnosus_annulatus,40,Labridae,Pisci-invertivore,Reef,Hologymnosus_annulatus,-999
Hologymnosus_doliatus,50,Labridae,Pisci-invertivore,Reef,Hologymnosus_doliatus,-999
Hoplolatilus_starcki,15.5,Malacanthidae,Planktivore,Reef,Hoplolatilus_starcki,3.5
Hypleurochilius_caudovettatus,6,Gobiidae,Detritivore,Reef,Hypleurochilus_caudovittatus,-999
Hypoplectrus_chlorurus,12.7,Serranidae,Pisci-invertivore,Reef,Hypoplectrus_chlorurus,3.8
Hypoplectrus_guttavarius,13,Serranidae,Pisci-invertivore,Reef,Hypoplectrus_guttavarius,-999
Hypoplectrus_indigo,14.3,Serranidae,Pisci-invertivore,Reef,Hypoplectrus_indigo,-999
Hypoplectrus_nigricans,15.2,Serranidae,Pisci-invertivore,Reef,Hypoplectrus_nigricans,-999
Hypoplectrus_puella,15.2,Serranidae,Pisci-invertivore,Reef,Hypoplectrus_puella,-999
Hypoplectrus_sp,14,Serranidae,Pisci-invertivore,Reef,Hypoplectrus_sp,-999
Hypoplectrus_sp.,14,Serranidae,Pisci-invertivore,Reef,Hypoplectrus_sp,-999
Hypoplectrus_unicolor,12.7,Serranidae,Pisci-invertivore,Reef,Hypoplectrus_unicolor,-999
Hyporhamphus_acutus,30,Hemiramphidae,Planktivore,Pelagic,Hyporhamphus_acutus,-999
Inermia_vittata,23,Inermiidae,Planktivore,Reef,Haemulon_vittatum,-999
Iniistius_aneitensis,24,Labridae,Micro-invertivore,Reef,Iniistius_aneitensis,-999
Iniistius_pavo,41,Labridae,Micro-invertivore,Reef,Iniistius_pavo,-999
Iniistius_umbrilatus,17.5,Labridae,Micro-invertivore,Reef,Iniistius_umbrilatus,-999
Istigobius_decoratus,13,Gobiidae,Detritivore,Reef,Istigobius_decoratus,-999
Istigobius_sp,13,Gobiidae,Detritivore,Reef,Istigobius_sp,-999
Itycirrhitus_wilhelmi,12,Cirrhitidae,Micro-invertivore,Reef,Itycirrhitus_wilhelmi,-999
Katsuwonus_pelamis,110,Scombridae,Piscivore,Pelagic,Katsuwonus_pelamis,3.8
Koumansetta_hectori,-999,Gobiidae,Detritivore,Reef,Koumansetta_hectori,-999
Kuhlia_sandvicensis,21.4,Kuhliidae,Pisci-invertivore,Reef,Kuhlia_sandvicensis,-999
Kyphosus_bigibbus,75,Kyphosidae,Browser,Reef,Kyphosus_bigibbus,2
Kyphosus_cinerascens,50,Kyphosidae,Browser,Reef,Kyphosus_cinerascens,2.3
Kyphosus_hawaiiensis,41,Kyphosidae,Browser,Reef,Kyphosus_hawaiiensis,-999
Kyphosus_pacificus,45,Kyphosidae,Browser,Reef,Kyphosus_pacificus,-999
Kyphosus_sandwicensis,75,Kyphosidae,Browser,Reef,Kyphosus_sandwicensis,-999
Kyphosus_sectatrix,76,Kyphosidae,Browser,Mangroves,Kyphosus_sectatrix,-999
Kyphosus_sp,75,Kyphosidae,Browser,Reef,Kyphosus_sp,-999
Kyphosus_sp.,75,Kyphosidae,Browser,Reef,Kyphosus_sp,-999
Kyphosus_species,75,Kyphosidae,Browser,Reef,Kyphosus_sp,-999
Kyphosus_vaigiensis,70,Kyphosidae,Browser,Reef,Kyphosus_vaigiensis,2
Labrichthys_unilineatus,17.5,Labridae,Corallivore,Reef,Labrichthys_unilineatus,3.3
Labrisomus_gobio,6.5,Labrisomidae,Micro-invertivore,Reef,Labrisomus_gobio,-999
Labroides_bicolor,15,Labridae,Micro-invertivore,Reef,Labroides_bicolor,-999
Labroides_dimidiatus,14,Labridae,Micro-invertivore,Reef,Labroides_dimidiatus,3.5
Labroides_pectoralis,11,Labridae,Micro-invertivore,Reef,Labroides_pectoralis,-999
Labroides_phthirophagus,12,Labridae,Micro-invertivore,Reef,Labroides_phthirophagus,-999
Labroides_rubrolabiatus,9,Labridae,Micro-invertivore,Reef,Labroides_rubrolabiatus,-999
Labropsis_australis,10.5,Labridae,Corallivore,Reef,Labropsis_australis,-999
Labropsis_polynesica,7.9,Labridae,Corallivore,Reef,Labropsis_polynesica,-999
Labropsis_xanthonota,13,Labridae,Corallivore,Reef,Labropsis_xanthonota,-999
Lachnolaimus_maximus,91,Labridae,Macro-invertivore,Reef,Lachnolaimus_maximus,-999
Lactophrys_bicaudalis,48,Ostraciidae,Micro-invertivore,Reef,Lactophrys_bicaudalis,3
Lactophrys_trigonus,55,Ostraciidae,Micro-invertivore,Reef,Lactophrys_trigonus,-999
Lactophrys_triqueter,47,Ostraciidae,Micro-invertivore,Reef,Lactophrys_triqueter,3.1
Lactoria_diaphana,34,Ostraciidae,Micro-invertivore,Reef,Lactoria_diaphana,-999
Lactoria_fornasini,23,Ostraciidae,Micro-invertivore,Reef,Lactoria_fornasini,-999
Larbichthys_unilineatus,17.5,Labridae,Corallivore,Reef,Larbichthys_unilineatus,-999
Lepidozygus_tapeinosoma,10.5,Pomacentridae,Planktivore,Reef,Lepidozygus_tapeinosoma,-999
Leptoscarus_vaigiensis,35,Scaridae,Browser,Reef,Leptoscarus_vaigiensis,-999
Lethrinus_enigmaticus,55,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_enigmaticus,-999
Lethrinus_erythracanthus,70,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_erythracanthus,-999
Lethrinus_harak,50,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_harak,3.6
Lethrinus_laticaudis,52,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_laticaudis,4.2
Lethrinus_lentjan,52,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_lentjan,4.2
Lethrinus_mahsena,65,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_mahsena,-999
Lethrinus_microdon,80,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_microdon,-999
Lethrinus_miniatus,90,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_miniatus,3.5
Lethrinus_nebulosus,87,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_nebulosus,3.3
Lethrinus_obsoletus,60,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_obsoletus,3.4
Lethrinus_olivaceous,100,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_olivaceous,3.8
Lethrinus_olivaceus,100,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_olivaceus,3.8
Lethrinus_rubrioperculatus,50,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_rubrioperculatus,3.6
Lethrinus_sp,70,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_sp,-999
Lethrinus_xanthocheilus,70,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_xanthocheilus,3.7
Lethrinus_xanthochilus,70,Lethrinidae,Pisci-invertivore,Reef,Lethrinus_xanthochilus,3.7
Liopropoma_rubre,10,Serranidae,Macro-invertivore,Reef,Liopropoma_rubre,-999
Lotilia_graciliosa,4.5,Gobiidae,Detritivore,Reef,Lotilia_graciliosa,-999
Lucayablennius_zingaro,3.8,Chaenopsidae,Detritivore,Reef,Lucayablennius_zingaro,-999
Lutjanus_analis,94,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_analis,3.9
Lutjanus_apodus,67.2,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_apodus,4.2
Lutjanus_argentimaculatus,150,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_argentimaculatus,3.6
Lutjanus_bengalensis,30,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_bengalensis,-999
Lutjanus_biguttatus,25,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_biguttatus,4.4
Lutjanus_bohar,90,Lutjanidae,Piscivore,Reef,Lutjanus_bohar,4.1
Lutjanus_carponotatus,40,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_carponotatus,3.9
Lutjanus_cyanopterus,160,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_cyanopterus,4.2
Lutjanus_decussatus,35,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_decussatus,-999
Lutjanus_ehrenbergii,35,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_ehrenbergii,-999
Lutjanus_fulviflamma,35,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_fulviflamma,3.8
Lutjanus_fulvus,40,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_fulvus,4.1
Lutjanus_gibbus,50,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_gibbus,3.6
Lutjanus_griseus,89,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_griseus,4.3
Lutjanus_jocu,128,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_jocu,4.3
Lutjanus_kasmira,40,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_kasmira,3.6
Lutjanus_lutjanus,35,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_lutjanus,-999
Lutjanus_mahogoni,48,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_mahogoni,4.4
Lutjanus_maxweberi,15,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_maxweberi,-999
Lutjanus_monostigma,60,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_monostigma,-999
Lutjanus_quinquelineatus,38,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_quinquelineatus,3.6
Lutjanus_rivulatus,80,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_rivulatus,-999
Lutjanus_russeli,50,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_russeli,-999
Lutjanus_semicinctus,35,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_semicinctus,4.2
Lutjanus_sp,55,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_sp,-999
Lutjanus_sp.,55,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_sp,-999
Lutjanus_synagris,60,Lutjanidae,Pisci-invertivore,Reef,Lutjanus_synagris,3.8
Luzonichthys_sp,5.8,Serranidae,Planktivore,Reef,Luzonichthys_sp,-999
Luzonichthys_whitleyi,5.8,Serranidae,Planktivore,Reef,Luzonichthys_whitleyi,-999
Macolor_macolor,75,Lutjanidae,Pisci-invertivore,Reef,Macolor_niger,-999
Macolor_macularis,60,Lutjanidae,Pisci-invertivore,Reef,Macolor_macularis,-999
Macolor_niger,75,Lutjanidae,Pisci-invertivore,Reef,Macolor_niger,-999
Macolor_sp,75,Lutjanidae,Pisci-invertivore,Reef,Macolor_sp,-999
Macropharyngodon_bipartitus,13,Labridae,Micro-invertivore,Reef,Macropharyngodon_bipartitus,-999
Macropharyngodon_geoffroy,15,Labridae,Micro-invertivore,Reef,Macropharyngodon_geoffroy,3.4
Macropharyngodon_meleagris,15,Labridae,Micro-invertivore,Reef,Macropharyngodon_meleagris,-999
Macropharyngodon_sp,15,Labridae,Micro-invertivore,Reef,Macropharyngodon_sp,-999
Macropharyngodon_spp,15,Labridae,Micro-invertivore,Reef,Macropharyngodon_sp,-999
Malacanthus_brevirostris,32,Malacanthidae,Macro-invertivore,Reef,Malacanthus_brevirostris,-999
Malacanthus_latovittatus,45,Malacanthidae,Macro-invertivore,Reef,Malacanthus_latovittatus,-999
Malacanthus_plumieri,70,Malacanthidae,Macro-invertivore,Reef,Malacanthus_plumieri,3.6
Malacoctenus_boehlkei,6.4,Labrisomidae,Micro-invertivore,Reef,Malacoctenus_boehlkei,-999
Malacoctenus_macropus,5.5,Labrisomidae,Micro-invertivore,Reef,Malacoctenus_macropus,-999
Malacoctenus_triangulatus,7.5,Labrisomidae,Micro-invertivore,Reef,Malacoctenus_triangulatus,-999
Manta_birostris,910,Mobulidae,Planktivore,Pelagic,Manta_birostris,-999
Meiacanthus_atrodorsalis,11,Blenniidae,Micro-invertivore,Reef,Meiacanthus_atrodorsalis,-999
Melichthys_indicus,25,Balistidae,Planktivore,Reef,Melichthys_indicus,-999
Melichthys_niger,50,Balistidae,Planktivore,Reef,Melichthys_niger,2.4
Melichthys_sp,37,Balistidae,Planktivore,Reef,Melichthys_sp,-999
Melichthys_sp.,37,Balistidae,Planktivore,Reef,Melichthys_sp,-999
Melichthys_vidua,40,Balistidae,Planktivore,Reef,Melichthys_vidua,-999
Micrognathus_ensenadae,15,Sygnathidae,Macro-invertivore,Reef,Micrognathus_ensenadae,-999
Microspathodon_chrysurus,21,Pomacentridae,Grazer,Reef,Microspathodon_chrysurus,2.1
Monacanthus_tuckeri,10,Monacanthidae,Micro-invertivore,Reef,Monacanthus_tuckeri,-999
Monotaxis_grandoculis,60,Lethrinidae,Macro-invertivore,Reef,Monotaxis_grandoculis,3.2
Mulloidichthys_flavolineatus,43,Mullidae,Macro-invertivore,Reef,Mulloidichthys_flavolineatus,3.3
Mulloidichthys_martinicus,39.4,Mullidae,Pisci-invertivore,Reef,Mulloidichthys_martinicus,3.2
Mulloidichthys_mimicus,30,Mullidae,Pisci-invertivore,Reef,Mulloidichthys_mimicus,-999
Mulloidichthys_pfluegeri,40,Mullidae,Pisci-invertivore,Reef,Mulloidichthys_pfluegeri,-999
Mulloidichthys_vanicolensis,38,Mullidae,Pisci-invertivore,Reef,Mulloidichthys_vanicolensis,-999
Mycteroperca_bonaci,150,Serranidae,Piscivore,Reef,Mycteroperca_bonaci,4.5
Mycteroperca_interstitialis,84,Serranidae,Piscivore,Reef,Mycteroperca_interstitialis,4.5
Mycteroperca_tigris,101,Serranidae,Piscivore,Reef,Mycteroperca_tigris,4.5
Mycteroperca_venenosa,100,Serranidae,Piscivore,Reef,Mycteroperca_venenosa,4.5
Mycteroperce_institialis,84,Serranidae,Piscivore,Reef,Mycteroperce_institialis,4.5
Myrichthys_breviceps,102,Ophichthidae,Pisci-invertivore,Reef,Myrichthys_breviceps,3.5
Myrichthys_magnificus,78,Ophichthidae,Pisci-invertivore,Reef,Myrichthys_magnificus,-999
Myripristis_adusta,35,Holocentridae,Planktivore,Nocturnal,Myripristis_adusta,-999
Myripristis_amaena,26.5,Holocentridae,Planktivore,Nocturnal,Myripristis_amaena,3.6
Myripristis_berndti,30,Holocentridae,Planktivore,Nocturnal,Myripristis_berndti,-999
Myripristis_chryseres,25,Holocentridae,Planktivore,Nocturnal,Myripristis_chryseres,-999
Myripristis_earlei,24,Holocentridae,Planktivore,Nocturnal,Myripristis_earlei,-999
Myripristis_jacobus,25,Holocentridae,Planktivore,Nocturnal,Myripristis_jacobus,3.6
Myripristis_kuntee,26,Holocentridae,Planktivore,Nocturnal,Myripristis_kuntee,3.3
Myripristis_murdjan,60,Holocentridae,Planktivore,Nocturnal,Myripristis_murdjan,3.3
Myripristis_tiki,26.5,Holocentridae,Planktivore,Nocturnal,Myripristis_tiki,-999
Myripristis_violacea,35,Holocentridae,Planktivore,Nocturnal,Myripristis_violacea,-999
Myripristis_vittata,25,Holocentridae,Planktivore,Nocturnal,Myripristis_vittata,-999
Myripristis_woodsi,25,Holocentridae,Planktivore,Nocturnal,Myripristis_woodsi,-999
Myrpristis_amaena,27,Holocentridae,Planktivore,Nocturnal,Myrpristis_amaena,3.6
Naso_annulatus,100,Acanthuridae,Planktivore,Reef,Naso_annulatus,-999
Naso_brachycentron,90,Acanthuridae,Browser,Reef,Naso_brachycentron,-999
Naso_brevirostoris,60,Acanthuridae,Planktivore,Reef,Naso_brevirostris,-999
Naso_brevirostris,60,Acanthuridae,Planktivore,Reef,Naso_brevirostris,-999
Naso_caesius,45.6,Acanthuridae,Planktivore,Reef,Naso_caesius,-999
Naso_hexacanthus,75,Acanthuridae,Planktivore,Reef,Naso_hexacanthus,3.3
Naso_lituratus,46,Acanthuridae,Browser,Reef,Naso_lituratus,-999
Naso_lopezi,60,Acanthuridae,Planktivore,Reef,Naso_lopezi,3.3
Naso_maculatus,60,Acanthuridae,Planktivore,Reef,Naso_maculatus,-999
Naso_sp,60,Acanthuridae,Planktivore,Reef,Naso_sp,-999
Naso_thynnoides,40,Acanthuridae,Planktivore,Reef,Naso_thynnoides,-999
Naso_tonganus,60,Acanthuridae,Browser,Reef,Naso_tonganus,-999
Naso_tuberosus,60,Acanthuridae,Planktivore,Reef,Naso_tuberosus,-999
Naso_unicornis,70,Acanthuridae,Browser,Reef,Naso_unicornis,-999
Naso_vlamingi,60,Acanthuridae,Planktivore,Reef,Naso_vlamingii,-999
Naso_vlamingii,60,Acanthuridae,Planktivore,Reef,Naso_vlamingii,-999
Nebrius_ferrugineus,320,Ginglymostomatidae,Pisci-invertivore,Shark,Nebrius_ferrugineus,4.1
Nemanthias_carberryi,13,Serranidae,Planktivore,Reef,Nemanthias_carberryi,-999
